,circuito,urna,pp1,pp2,pp3,pp4,nv
5951,0136,9,47,56,67,70,60
5952,0136,10,55,42,72,73,58
5953,0136,11,54,46,71,66,63
5954,0136,12,63,53,60,73,51
5955,0136,13,50,43,69,72,66
5956,0136,14,42,46,79,73,60
5957,0136,15,54,45,78,70,53
5958,0136,16,58,49,72,72,49
5959,0136,17,49,48,65,82,56
5960,0136,18,49,54,78,58,61
5961,0136,19,55,56,57,76,56
5962,0136,20,53,43,72,77,55
5963,0136,21,58,42,64,70,66
5964,0136,22,53,54,65,68,60
5965,0136,23,64,58,74,55,49
5966,0136,24,65,42,59,68,66
5967,0136,25,47,55,76,70,52
5968,0136,26,51,40,70,74,65
5969,0136,27,56,49,79,62,54
5970,0136,28,52,46,73,65,64
5971,0136,29,48,46,66,69,71
5972,0136,30,54,55,66,67,58
5973,0136,31,55,48,68,77,52
5974,0136,32,56,33,78,79,54
5975,0136,33,44,53,78,71,54
5976,0136,34,54,42,71,76,57
5977,0136,35,54,63,60,53,70
5978,0136,36,48,42,61,87,62
5979,0136,37,49,42,82,68,59
5980,0136,38,51,51,74,71,53
5981,0136,39,51,45,85,66,53
5982,0136,40,63,47,67,78,45
5983,0136,41,54,50,66,74,56
5984,0136,42,46,44,55,72,58
5985,0137,0,53,56,52,73,66
5986,0137,1,55,45,63,70,67
5987,0137,2,59,53,68,64,56
5988,0137,3,56,40,62,71,71
5989,0137,4,57,54,62,57,70
5990,0137,5,48,54,72,71,55
5991,0137,6,41,52,74,81,52
5992,0137,7,56,55,57,72,60
5993,0137,8,51,52,70,74,53
5994,0137,9,59,36,70,70,65
5995,0137,10,39,51,64,76,70
5996,0137,11,45,53,69,80,53
5997,0137,12,52,53,68,73,54
5998,0137,13,50,43,69,59,79
5999,0137,14,51,50,66,66,67
6000,0137,15,56,54,64,70,56
6001,0137,16,65,44,67,66,58
6002,0137,17,50,54,64,72,60
6003,0137,18,74,53,51,64,58
6004,0137,19,50,48,65,71,66
6005,0137,20,51,52,64,64,69
6006,0137,21,59,44,69,69,59
6007,0137,22,49,53,50,82,66
6008,0137,23,57,48,63,78,54
6009,0137,24,56,51,71,66,56
6010,0137,25,48,33,68,83,68
6011,0137,26,49,48,65,81,57
6012,0137,27,54,47,70,60,69
6013,0137,28,42,62,66,66,64
6014,0137,29,52,42,68,75,63
6015,0137,30,56,45,53,92,54
6016,0137,31,49,62,52,72,65
6017,0137,32,59,50,76,72,43
6018,0137,33,48,49,55,85,63
6019,0137,34,50,48,64,76,62
6020,0137,35,54,41,71,73,61
6021,0137,36,60,50,61,72,57
6022,0137,37,56,42,66,68,68
6023,0137,38,51,36,76,81,56
6024,0137,39,38,46,43,47,43
6025,0138,0,37,34,104,71,54
6026,0138,1,44,30,83,81,62
6027,0138,2,45,22,94,80,59
6028,0138,3,44,40,96,70,50
6029,0138,4,37,24,100,78,61
6030,0138,5,42,29,90,82,57
6031,0138,6,41,36,95,72,56
6032,0138,7,46,35,81,79,59
6033,0138,8,48,34,97,61,60
6034,0138,9,41,34,73,84,68
6035,0138,10,40,33,95,70,62
6036,0138,11,48,33,85,71,63
6037,0138,12,43,38,73,82,64
6038,0138,13,49,31,73,73,74
6039,0138,14,46,35,72,71,76
6040,0138,15,40,32,106,63,59
6041,0138,16,36,37,94,78,55
6042,0138,17,53,27,101,60,59
6043,0138,18,38,35,92,81,54
6044,0138,19,37,39,94,69,61
6045,0138,20,38,36,101,69,56
6046,0138,21,42,29,101,69,59
6047,0138,22,49,34,84,70,63
6048,0138,23,38,32,94,82,54
6049,0138,24,41,23,103,67,66
6050,0138,25,56,25,86,76,57
6051,0138,26,40,36,89,71,64
6052,0138,27,40,27,108,74,51
6053,0138,28,40,39,90,89,42
6054,0138,29,37,29,86,76,72
6055,0138,30,39,23,93,75,70
6056,0138,31,40,40,81,75,64
6057,0138,32,39,41,94,68,58
6058,0138,33,35,24,101,83,57
6059,0138,34,45,34,75,73,73
6060,0138,35,31,29,102,76,62
6061,0138,36,22,28,93,80,77
6062,0138,37,36,39,87,75,63
6063,0138,38,41,36,94,69,60
6064,0138,39,40,47,73,78,62
6065,0138,40,38,29,94,81,58
6066,0138,41,47,31,93,64,65
6067,0138,42,49,36,88,76,51
6068,0138,43,41,20,99,73,67
6069,0138,44,40,31,96,73,60
6070,0138,45,41,35,90,69,65
6071,0138,46,39,22,92,81,66
6072,0138,47,45,32,81,70,72
6073,0138,48,46,38,101,54,61
6074,0138,49,52,35,82,69,62
6075,0138,50,52,43,81,72,52
6076,0138,51,47,33,98,68,54
6077,0138,52,38,30,93,80,59
6078,0138,53,38,40,99,75,48
6079,0138,54,35,41,77,75,72
6080,0138,55,46,24,81,83,66
6081,0138,56,37,39,83,82,59
6082,0138,57,46,43,89,69,53
6083,0138,58,40,36,85,73,66
6084,0138,59,42,30,74,87,67
6085,0138,60,41,35,99,73,52
6086,0138,61,42,27,90,81,60
6087,0138,62,38,21,94,74,73
6088,0138,63,49,36,90,69,56
6089,0138,64,54,42,85,70,49
6090,0138,65,58,32,73,69,68
6091,0138,66,36,34,94,75,61
6092,0138,67,56,27,89,69,59
6093,0138,68,35,39,101,74,51
6094,0138,69,44,32,93,72,59
6095,0138,70,51,25,92,76,56
6096,0138,71,30,33,88,84,65
6097,0138,72,33,55,79,79,54
6098,0138,73,48,37,88,71,56
6099,0138,74,38,41,83,81,57
6100,0138,75,34,28,96,71,71
6101,0138,76,33,25,93,76,73
6102,0138,77,42,18,105,73,62
6103,0138,78,46,33,84,73,64
6104,0138,79,35,34,90,72,69
6105,0138,80,35,45,82,78,60
6106,0138,81,42,43,86,71,58
6107,0138,82,42,28,109,65,56
6108,0138,83,40,37,94,72,57
6109,0138,84,36,15,83,56,60
6110,0139,0,59,52,58,66,65
6111,0139,1,54,38,74,73,61
6112,0139,2,42,50,81,66,61
6113,0139,3,50,40,80,73,57
6114,0139,4,77,38,69,67,49
6115,0139,5,63,50,78,57,52
6116,0139,6,43,53,61,86,57
6117,0139,7,56,50,67,63,64
6118,0139,8,48,36,72,74,70
6119,0139,9,65,50,68,59,58
6120,0139,10,58,43,82,62,55
6121,0139,11,49,41,70,78,62
6122,0139,12,50,55,54,73,68
6123,0139,13,63,47,69,70,51
6124,0139,14,56,51,72,67,54
6125,0139,15,54,49,59,68,70
6126,0139,16,75,61,59,51,54
6127,0139,17,59,48,75,61,57
6128,0139,18,43,45,76,70,66
6129,0139,19,49,46,70,82,53
6130,0139,20,51,47,68,70,64
6131,0139,21,49,48,69,73,61
6132,0139,22,50,54,69,62,65
6133,0139,23,63,41,73,70,53
6134,0139,24,61,62,63,57,57
6135,0139,25,58,42,63,75,62
6136,0139,26,54,42,64,75,65
6137,0139,27,64,45,81,64,46
6138,0139,28,49,57,71,69,54
6139,0139,29,56,51,71,59,63
6140,0139,30,46,62,70,61,61
6141,0139,31,52,51,68,65,64
6142,0139,32,52,44,71,71,62
6143,0139,33,51,48,75,69,57
6144,0139,34,56,44,81,55,64
6145,0139,35,53,50,51,75,71
6146,0139,36,54,52,65,80,49
6147,0139,37,61,49,57,77,56
6148,0139,38,57,50,71,72,50
6149,0139,39,55,42,69,70,64
6150,0139,40,60,52,64,52,72
6151,0139,41,55,46,67,71,61
6152,0139,42,50,50,71,63,66
6153,0139,43,49,37,72,74,68
6154,0139,44,50,49,67,74,60
6155,0139,45,62,52,76,57,53
6156,0139,46,60,47,71,63,59
6157,0139,47,49,53,71,73,54
6158,0139,48,50,52,65,78,55
6159,0139,49,46,51,84,62,57
6160,0139,50,51,53,67,72,57
6161,0139,51,54,48,65,70,63
6162,0139,52,66,52,73,56,53
6163,0139,53,0,1,0,2,1
6164,0140,0,57,41,72,79,51
6165,0140,1,51,40,80,79,50
6166,0140,2,56,54,64,66,60
6167,0140,3,50,41,77,75,57
6168,0140,4,65,49,69,73,44
6169,0140,5,43,50,64,74,69
6170,0140,6,56,47,65,71,61
6171,0140,7,43,50,71,69,67
6172,0140,8,54,56,66,67,57
6173,0140,9,48,49,69,78,56
6174,0140,10,45,59,67,67,62
6175,0140,11,49,54,56,77,64
6176,0140,12,71,45,53,78,53
6177,0140,13,38,62,73,70,57
6178,0140,14,42,42,73,93,50
6179,0140,15,46,60,74,64,56
6180,0140,16,58,45,75,65,57
6181,0140,17,44,41,71,71,73
6182,0140,18,55,48,76,71,50
6183,0140,19,57,55,80,63,45
6184,0140,20,42,46,75,77,60
6185,0140,21,52,51,68,65,64
6186,0140,22,56,41,80,62,61
6187,0140,23,49,51,69,68,63
6188,0140,24,51,50,81,63,55
6189,0140,25,44,49,76,69,62
6190,0140,26,40,44,79,72,65
6191,0140,27,54,45,71,76,54
6192,0140,28,17,15,38,31,20
6193,0141,0,43,52,67,74,64
6194,0141,1,49,55,65,60,71
6195,0141,2,50,50,68,69,63
6196,0141,3,49,47,77,63,64
6197,0141,4,52,40,79,77,52
6198,0141,5,33,46,71,77,73
6199,0141,6,51,34,72,68,75
6200,0141,7,46,49,72,71,62
6201,0141,8,52,39,70,81,58
6202,0141,9,51,46,67,67,69
6203,0141,10,63,47,63,74,53
6204,0141,11,52,41,65,78,64
6205,0141,12,40,44,85,68,63
6206,0141,13,36,49,61,87,67
6207,0141,14,53,42,79,67,59
6208,0141,15,40,48,84,68,60
6209,0141,16,49,41,78,74,58
6210,0141,17,47,45,73,83,52
6211,0141,18,42,51,71,80,56
6212,0141,19,37,41,76,70,76
6213,0141,20,46,46,78,71,59
6214,0141,21,49,54,62,67,68
6215,0141,22,41,58,61,66,74
6216,0141,23,49,45,81,59,66
6217,0141,24,39,45,78,80,58
6218,0141,25,50,46,69,74,61
6219,0141,26,52,44,61,80,63
6220,0141,27,63,35,72,68,62
6221,0141,28,47,52,77,60,64
6222,0141,29,43,55,67,72,63
6223,0141,30,62,41,65,70,62
6224,0141,31,38,42,68,90,62
6225,0141,32,55,39,70,76,60
6226,0141,33,56,60,59,72,53
6227,0141,34,61,50,60,72,57
6228,0141,35,44,49,80,85,42
6229,0141,36,53,46,79,70,52
6230,0141,37,13,11,24,18,22
6231,0142,0,53,40,57,93,57
6232,0142,1,41,42,83,65,69
6233,0142,2,54,40,85,63,58
6234,0142,3,43,39,78,71,69
6235,0142,4,49,46,89,69,47
6236,0142,5,42,47,80,61,70
6237,0142,6,41,49,83,73,54
6238,0142,7,46,48,75,73,58
6239,0142,8,46,42,78,67,67
6240,0142,9,50,31,64,90,65
6241,0142,10,37,38,75,71,79
6242,0142,11,32,44,85,71,68
6243,0142,12,51,30,92,64,63
6244,0142,13,43,44,83,84,46
6245,0142,14,48,43,78,68,63
6246,0142,15,38,41,85,76,60
6247,0142,16,52,32,84,72,60
6248,0142,17,51,33,79,77,60
6249,0142,18,52,48,70,74,56
6250,0142,19,48,40,83,65,64
6251,0142,20,51,43,81,61,64
6252,0142,21,55,51,76,66,52
6253,0142,22,53,33,83,67,64
6254,0142,23,59,50,76,49,66
6255,0142,24,40,42,89,60,69
6256,0142,25,54,40,71,81,54
6257,0142,26,43,48,78,62,69
6258,0142,27,50,42,82,60,66
6259,0142,28,44,45,84,78,49
6260,0142,29,61,32,82,75,50
6261,0142,30,49,43,68,74,66
6262,0142,31,46,37,76,87,54
6263,0142,32,34,37,76,80,73
6264,0142,33,55,41,74,79,51
6265,0142,34,46,38,84,72,60
6266,0142,35,50,35,73,82,60
6267,0142,36,52,33,83,73,59
6268,0142,37,41,46,79,72,62
6269,0142,38,46,36,80,68,70
6270,0142,39,48,36,84,77,55
6271,0142,40,53,39,78,66,64
6272,0142,41,55,35,83,66,61
6273,0142,42,54,34,77,71,64
6274,0142,43,69,44,63,70,54
6275,0142,44,55,46,83,62,54
6276,0142,45,44,54,86,66,50
6277,0142,46,47,46,79,75,53
6278,0142,47,43,43,79,83,52
6279,0142,48,47,42,88,82,41
6280,0142,49,43,49,70,73,65
6281,0142,50,37,38,78,83,64
6282,0142,51,43,35,88,76,58
6283,0142,52,51,44,81,65,59
6284,0142,53,48,47,80,68,57
6285,0142,54,52,40,77,65,66
6286,0142,55,42,40,86,82,50
6287,0142,56,42,35,89,72,62
6288,0142,57,44,31,78,80,67
6289,0142,58,43,33,82,79,63
6290,0142,59,37,42,97,71,53
6291,0142,60,53,26,71,93,57
6292,0142,61,49,41,84,72,54
6293,0142,62,35,39,82,81,63
6294,0142,63,52,47,70,58,73
6295,0142,64,46,39,76,79,60
6296,0142,65,49,33,85,72,61
6297,0142,66,45,33,74,77,71
6298,0142,67,38,45,65,86,56
6299,0143,0,54,30,90,74,52
6300,0143,1,42,34,103,66,55
6301,0143,2,59,33,69,73,66
6302,0143,3,48,29,87,65,71
6303,0143,4,46,31,87,70,66
6304,0143,5,60,32,79,72,57
6305,0143,6,44,36,79,68,73
6306,0143,7,42,42,90,68,58
6307,0143,8,45,48,68,68,71
6308,0143,9,42,33,89,75,61
6309,0143,10,44,27,94,70,65
6310,0143,11,33,40,85,72,70
6311,0143,12,46,38,86,78,52
6312,0143,13,40,34,94,70,62
6313,0143,14,53,44,84,71,48
6314,0143,15,52,40,88,63,57
6315,0143,16,40,46,89,60,65
6316,0143,17,51,31,77,70,71
6317,0143,18,48,28,88,78,58
6318,0143,19,51,34,83,66,66
6319,0143,20,42,49,80,71,58
6320,0143,21,47,43,91,58,61
6321,0143,22,52,38,82,69,59
6322,0143,23,54,46,73,69,58
6323,0143,24,49,31,80,70,70
6324,0143,25,45,33,88,69,65
6325,0143,26,57,34,81,66,62
6326,0143,27,47,31,78,70,74
6327,0143,28,46,29,97,73,55
6328,0143,29,51,35,85,66,63
6329,0143,30,50,40,83,60,67
6330,0143,31,58,33,87,63,59
6331,0143,32,48,26,82,83,61
6332,0143,33,50,40,91,54,65
6333,0143,34,44,37,82,86,51
6334,0143,35,43,33,85,77,62
6335,0143,36,55,43,77,72,53
6336,0143,37,45,40,84,81,50
6337,0143,38,53,43,73,76,55
6338,0143,39,41,36,78,83,62
6339,0143,40,40,30,101,64,65
6340,0143,41,44,38,98,72,48
6341,0143,42,47,33,86,73,61
6342,0143,43,52,29,90,62,67
6343,0143,44,55,33,81,77,54
6344,0143,45,47,49,81,62,61
6345,0143,46,47,32,85,76,60
6346,0143,47,45,41,77,81,56
6347,0143,48,45,41,87,66,61
6348,0143,49,50,28,87,78,57
6349,0143,50,44,39,76,87,54
6350,0143,51,39,38,74,89,60
6351,0143,52,3,8,6,9,14
6352,0144,0,33,37,99,78,53
6353,0144,1,35,24,115,67,59
6354,0144,2,44,28,86,70,72
6355,0144,3,48,32,92,60,68
6356,0144,4,34,27,111,65,63
6357,0144,5,54,30,112,60,44
6358,0144,6,37,39,91,70,63
6359,0144,7,40,27,99,68,66
6360,0144,8,42,26,75,85,72
6361,0144,9,45,29,93,72,61
6362,0144,10,33,27,99,86,55
6363,0144,11,39,29,112,56,64
6364,0144,12,47,32,89,74,58
6365,0144,13,45,19,102,77,57
6366,0144,14,49,30,93,69,59
6367,0144,15,45,30,94,71,60
6368,0144,16,37,34,87,74,68
6369,0144,17,33,42,84,79,62
6370,0144,18,32,27,98,82,61
6371,0144,19,46,25,104,63,62
6372,0144,20,52,25,87,76,60
6373,0144,21,38,21,114,74,53
6374,0144,22,47,32,81,70,70
6375,0144,23,10,9,26,20,18
6376,0145,0,63,37,76,75,49
6377,0145,1,54,47,73,75,51
6378,0145,2,64,44,69,70,53
6379,0145,3,44,35,63,77,81
6380,0145,4,53,44,74,62,67
6381,0145,5,50,46,59,71,74
6382,0145,6,49,51,76,66,58
6383,0145,7,50,40,75,73,62
6384,0145,8,54,49,74,68,55
6385,0145,9,59,46,70,67,58
6386,0145,10,60,34,70,82,54
6387,0145,11,52,48,69,71,60
6388,0145,12,59,40,79,55,67
6389,0145,13,75,41,62,71,51
6390,0145,14,72,42,68,68,50
6391,0145,15,52,49,71,74,54
6392,0145,16,49,52,67,76,56
6393,0145,17,75,50,74,58,43
6394,0145,18,47,58,78,64,53
6395,0145,19,57,46,61,68,68
6396,0145,20,46,50,67,66,71
6397,0145,21,53,42,77,67,61
6398,0145,22,45,45,73,67,70
6399,0145,23,53,53,67,66,61
6400,0145,24,58,50,66,71,55
6401,0145,25,54,50,82,66,48
6402,0145,26,64,45,59,62,70
6403,0145,27,52,50,72,67,59
6404,0145,28,57,44,74,68,57
6405,0145,29,54,40,70,74,62
6406,0145,30,45,59,68,74,54
6407,0145,31,47,58,69,77,49
6408,0145,32,59,47,70,63,61
6409,0145,33,50,55,69,73,53
6410,0145,34,69,55,65,59,52
6411,0145,35,56,44,78,77,45
6412,0145,36,55,47,76,57,65
6413,0145,37,55,50,64,73,58
6414,0145,38,39,61,53,79,68
6415,0145,39,49,46,67,84,54
6416,0145,40,55,52,73,69,51
6417,0145,41,58,56,57,58,71
6418,0145,42,51,46,70,76,57
6419,0145,43,53,50,61,80,56
6420,0145,44,55,36,70,63,76
6421,0145,45,8,7,12,3,7
6422,0146,0,43,40,79,84,54
6423,0146,1,54,50,80,61,55
6424,0146,2,54,54,70,63,59
6425,0146,3,53,48,72,62,65
6426,0146,4,42,58,77,60,63
6427,0146,5,44,56,76,70,54
6428,0146,6,42,51,66,81,60
6429,0146,7,44,44,70,72,70
6430,0146,8,49,50,71,62,68
6431,0146,9,55,51,58,78,58
6432,0146,10,56,47,72,67,58
6433,0146,11,50,52,69,72,57
6434,0146,12,57,43,79,61,60
6435,0146,13,54,35,78,78,55
6436,0146,14,54,45,63,65,73
6437,0146,15,50,49,54,71,76
6438,0146,16,55,44,72,64,65
6439,0146,17,63,47,69,69,52
6440,0146,18,47,60,72,69,52
6441,0146,19,65,47,74,63,51
6442,0146,20,50,48,74,76,52
6443,0146,21,46,55,79,64,56
6444,0146,22,52,60,70,66,52
6445,0146,23,56,44,68,69,63
6446,0146,24,47,45,62,67,79
6447,0146,25,51,45,72,68,64
6448,0146,26,63,36,57,82,62
6449,0146,27,58,53,71,64,54
6450,0146,28,56,43,69,77,55
6451,0146,29,55,42,79,69,55
6452,0146,30,61,47,67,57,68
6453,0146,31,58,46,74,67,55
6454,0146,32,61,47,82,55,55
6455,0146,33,48,53,74,68,57
6456,0146,34,15,11,22,20,12
6457,0147,0,60,38,65,68,69
6458,0147,1,57,42,73,72,56
6459,0147,2,51,46,67,62,74
6460,0147,3,62,32,82,66,58
6461,0147,4,54,50,67,72,57
6462,0147,5,55,34,80,73,58
6463,0147,6,63,46,66,63,62
6464,0147,7,50,53,70,64,63
6465,0147,8,50,38,75,66,71
6466,0147,9,48,45,75,63,69
6467,0147,10,43,52,73,72,60
6468,0147,11,58,47,63,78,54
6469,0147,12,53,45,73,61,68
6470,0147,13,60,36,76,64,64
6471,0147,14,57,46,67,70,60
6472,0147,15,53,37,75,70,65
6473,0147,16,43,44,71,75,67
6474,0147,17,46,51,76,72,55
6475,0147,18,50,49,76,60,65
6476,0147,19,46,47,69,75,63
6477,0147,20,58,49,75,58,60
6478,0147,21,60,41,81,58,60
6479,0147,22,51,52,79,68,50
6480,0147,23,48,56,76,77,43
6481,0147,24,56,50,74,60,60
6482,0147,25,56,43,65,83,53
6483,0147,26,50,44,74,67,65
6484,0147,27,50,40,72,70,68
6485,0147,28,64,41,67,69,59
6486,0147,29,45,46,91,59,59
6487,0147,30,55,53,75,60,57
6488,0147,31,52,45,65,76,62
6489,0147,32,55,48,69,61,67
6490,0147,33,62,44,76,76,42
6491,0147,34,55,47,78,65,55
6492,0147,35,47,55,63,68,67
6493,0147,36,52,45,68,72,63
6494,0147,37,53,50,76,64,57
6495,0147,38,47,44,67,81,61
6496,0147,39,52,44,65,76,63
6497,0147,40,42,42,74,73,69
6498,0147,41,55,47,66,69,63
6499,0147,42,47,52,70,73,58
6500,0147,43,57,31,74,83,55
6501,0147,44,54,40,65,69,72
6502,0147,45,67,37,55,63,78
6503,0147,46,53,46,79,54,68
6504,0147,47,58,42,90,54,56
6505,0147,48,54,39,75,70,62
6506,0147,49,58,43,61,72,66
6507,0147,50,48,49,63,72,68
6508,0147,51,58,51,71,62,58
6509,0147,52,56,51,66,79,48
6510,0147,53,47,40,83,62,68
6511,0147,54,47,51,89,61,52
6512,0147,55,47,37,68,78,70
6513,0147,56,47,45,73,60,75
6514,0147,57,45,58,73,71,53
6515,0147,58,48,42,88,52,70
6516,0147,59,45,45,84,67,59
6517,0147,60,58,47,64,62,69
6518,0147,61,54,46,68,76,56
6519,0147,62,51,37,83,55,74
6520,0147,63,24,31,39,61,49
6521,0148,0,30,58,86,79,47
6522,0148,1,52,40,74,69,65
6523,0148,2,45,36,88,72,59
6524,0148,3,31,44,91,73,61
6525,0148,4,49,43,84,67,57
6526,0148,5,42,36,84,72,66
6527,0148,6,42,32,82,70,74
6528,0148,7,39,50,70,87,54
6529,0148,8,41,55,70,83,51
6530,0148,9,45,45,61,73,76
6531,0148,10,44,31,78,86,61
6532,0148,11,35,45,92,66,62
6533,0148,12,48,39,78,73,62
6534,0148,13,39,40,77,70,74
6535,0148,14,54,42,76,77,51
6536,0148,15,40,38,81,76,65
6537,0148,16,48,52,78,59,63
6538,0148,17,53,39,86,75,47
6539,0148,18,47,46,60,74,73
6540,0148,19,37,44,84,86,49
6541,0148,20,45,43,90,68,54
6542,0148,21,49,44,80,80,47
6543,0148,22,45,49,73,68,65
6544,0148,23,37,36,89,69,69
6545,0148,24,44,35,85,75,61
6546,0148,25,45,39,72,78,66
6547,0148,26,51,28,84,88,49
6548,0148,27,33,47,73,80,67
6549,0148,28,44,34,79,74,69
6550,0148,29,35,46,87,78,54
6551,0148,30,42,35,83,78,62
6552,0148,31,55,41,71,74,59
6553,0148,32,45,43,72,90,50
6554,0148,33,36,45,73,86,60
6555,0148,34,45,39,84,68,64
6556,0148,35,56,30,71,87,56
6557,0148,36,31,43,85,73,68
6558,0148,37,54,46,77,73,50
6559,0148,38,53,36,88,71,52
6560,0148,39,45,46,76,75,58
6561,0148,40,52,41,78,72,57
6562,0148,41,41,38,82,75,64
6563,0148,42,55,33,84,75,53
6564,0148,43,46,46,83,71,54
6565,0148,44,40,45,67,85,63
6566,0148,45,63,45,68,67,57
6567,0148,46,49,42,73,78,58
6568,0148,47,46,47,62,85,60
6569,0148,48,45,42,63,84,66
6570,0148,49,44,41,82,83,50
6571,0148,50,44,31,80,76,69
6572,0148,51,53,44,76,58,69
6573,0148,52,50,42,73,67,68
6574,0148,53,36,42,83,71,68
6575,0148,54,43,34,84,68,71
6576,0148,55,48,35,75,79,63
6577,0148,56,47,51,75,74,53
6578,0148,57,45,36,79,80,60
6579,0148,58,45,48,79,73,55
6580,0148,59,45,53,80,68,54
6581,0148,60,42,41,85,82,50
6582,0148,61,55,50,73,63,59
6583,0148,62,43,46,78,68,65
6584,0148,63,50,38,76,79,57
6585,0148,64,52,36,60,71,81
6586,0148,65,27,34,65,65,60
6587,0149,0,40,41,93,72,54
6588,0149,1,39,40,77,80,64
6589,0149,2,43,42,91,69,55
6590,0149,3,42,50,80,78,50
6591,0149,4,41,49,74,71,65
6592,0149,5,38,44,70,79,69
6593,0149,6,36,46,93,70,55
6594,0149,7,43,39,90,72,56
6595,0149,8,46,44,66,91,53
6596,0149,9,46,42,79,81,52
6597,0149,10,38,41,75,95,51
6598,0149,11,57,34,83,71,55
6599,0149,12,40,34,85,80,61
6600,0149,13,39,42,79,79,61
6601,0149,14,41,57,69,70,63
6602,0149,15,46,44,88,61,61
6603,0149,16,36,37,87,79,61
6604,0149,17,38,35,80,88,59
6605,0149,18,48,41,68,93,50
6606,0149,19,49,32,88,74,57
6607,0149,20,38,52,79,72,59
6608,0149,21,51,41,85,63,60
6609,0149,22,41,51,74,71,63
6610,0149,23,48,42,70,83,57
6611,0149,24,41,40,77,79,63
6612,0149,25,46,35,79,77,63
6613,0149,26,45,38,73,81,63
6614,0149,27,47,35,87,63,68
6615,0149,28,40,41,87,64,68
6616,0149,29,49,54,70,68,59
6617,0149,30,49,53,77,62,59
6618,0149,31,53,36,74,74,63
6619,0149,32,50,38,92,56,64
6620,0149,33,44,45,73,77,61
6621,0149,34,43,39,86,76,56
6622,0149,35,46,29,84,84,57
6623,0149,36,47,50,70,72,61
6624,0149,37,49,52,80,73,46
6625,0149,38,43,45,77,66,69
6626,0149,39,35,44,100,67,54
6627,0149,40,40,35,84,80,61
6628,0149,41,42,48,80,71,59
6629,0149,42,49,33,81,75,62
6630,0149,43,48,40,87,69,56
6631,0149,44,35,46,82,84,53
6632,0149,45,35,42,72,76,75
6633,0149,46,44,44,77,71,64
6634,0149,47,42,43,85,78,52
6635,0149,48,40,31,79,83,67
6636,0149,49,40,44,82,70,64
6637,0149,50,42,36,75,85,62
6638,0149,51,40,49,72,76,63
6639,0149,52,47,50,84,58,61
6640,0149,53,44,28,85,85,58
6641,0149,54,37,44,90,79,50
6642,0149,55,34,43,84,73,66
6643,0149,56,43,33,85,64,75
6644,0149,57,41,49,80,75,55
6645,0149,58,43,40,84,68,65
6646,0149,59,44,30,81,88,57
6647,0149,60,42,43,79,69,67
6648,0149,61,43,33,79,79,66
6649,0149,62,38,34,86,73,69
6650,0149,63,41,43,73,72,71
6651,0149,64,32,35,87,84,62
6652,0149,65,40,51,83,68,58
6653,0149,66,40,53,79,72,56
6654,0149,67,44,46,69,73,68
6655,0149,68,46,44,83,79,48
6656,0149,69,37,29,81,90,63
6657,0149,70,39,48,72,81,60
6658,0149,71,51,42,88,66,53
6659,0149,72,5,4,10,9,12
6660,0150,0,60,59,67,65,49
6661,0150,1,48,61,71,63,57
6662,0150,2,59,60,59,70,52
6663,0150,3,50,55,73,73,49
6664,0150,4,43,69,56,63,69
6665,0150,5,54,62,67,57,60
6666,0150,6,64,66,45,57,68
6667,0150,7,35,63,52,81,69
6668,0150,8,53,55,58,68,66
6669,0150,9,68,62,51,63,56
6670,0150,10,57,47,55,86,55
6671,0150,11,49,71,45,67,68
6672,0150,12,47,69,45,70,69
6673,0150,13,50,54,66,67,63
6674,0150,14,57,62,59,73,49
6675,0150,15,67,54,52,68,59
6676,0150,16,57,75,47,68,53
6677,0150,17,47,61,55,64,73
6678,0150,18,57,71,54,65,53
6679,0150,19,44,62,53,73,68
6680,0150,20,55,69,61,57,58
6681,0150,21,58,68,46,70,58
6682,0150,22,51,52,63,65,69
6683,0150,23,44,57,62,83,54
6684,0150,24,62,61,57,71,49
6685,0150,25,54,60,62,68,56
6686,0150,26,50,60,60,78,52
6687,0150,27,52,57,62,67,62
6688,0150,28,50,62,52,79,57
6689,0150,29,46,61,59,72,62
6690,0150,30,52,65,49,71,63
6691,0150,31,45,69,62,62,62
6692,0150,32,52,71,54,61,55
6693,0151,0,52,37,71,73,67
6694,0151,1,44,56,74,58,68
6695,0151,2,53,65,69,57,56
6696,0151,3,44,44,66,79,67
6697,0151,4,39,52,72,82,55
6698,0151,5,44,40,80,69,67
6699,0151,6,56,52,59,64,69
6700,0151,7,51,66,58,82,43
6701,0151,8,31,58,82,72,57
6702,0151,9,48,52,76,58,66
6703,0151,10,50,52,67,71,60
6704,0151,11,48,53,66,79,54
6705,0151,12,43,48,85,75,49
6706,0151,13,51,47,71,73,58
6707,0151,14,37,45,79,80,59
6708,0151,15,43,55,65,74,63
6709,0151,16,56,45,58,78,63
6710,0151,17,48,60,69,73,50
6711,0151,18,43,59,61,81,56
6712,0151,19,46,44,80,71,59
6713,0151,20,50,48,75,70,57
6714,0151,21,53,49,75,67,56
6715,0151,22,46,52,78,58,66
6716,0151,23,36,54,73,76,61
6717,0151,24,45,47,80,72,56
6718,0151,25,49,42,84,47,78
6719,0151,26,58,39,82,61,60
6720,0151,27,55,46,72,59,68
6721,0151,28,44,47,75,71,63
6722,0151,29,41,45,77,65,72
6723,0151,30,44,49,82,66,59
6724,0151,31,56,50,72,64,58
6725,0151,32,57,47,71,66,59
6726,0151,33,38,44,94,71,53
